machine_id,risque,temperature_C,vibration,pression_bar,age_ans,production_jour,panne,ville_Abomey-Calavi,ville_Cotonou,ville_Parakou,ville_Porto-Novo,type_machine_Compresseur,type_machine_Moteur,type_machine_Pompe,risque_encoded,temp_par_vibration,machine_ancienne
M0326,Faible,0.6930063839473076,-0.05810698667817284,0.22706870251007713,-1.4722580174746824,-0.22131039863448132,0,False,False,True,False,False,True,False,0,-12.135229404639297,0
M0327,Élevé,-0.05495204806630665,0.69595492465119,0.17143841568085333,-0.8423615481985876,-1.0232573311198268,0,False,True,False,False,True,False,False,2,-0.07884591402207093,0
M0328,Faible,-0.23303738902192878,0.6063634104338397,-1.6643610496835168,-1.6822235072333809,-0.23948603078463013,0,True,False,False,False,False,False,True,0,-0.3836869080662435,0
M0329,Faible,-1.1828258741185793,-0.05810698667817284,0.11580812885163119,-1.2622925277159842,0.9070582065939438,0,False,False,True,False,False,True,False,0,20.7124546911293,0
M0330,Moyen,-0.06682440413001411,-0.4139843903748686,0.7091978550300122,0.20746590059490413,0.681976250315938,0,True,False,False,False,False,False,True,1,0.16180854697524322,1
M0331,Faible,-1.277804722628245,-0.6827589330269187,-1.3491227576512497,-0.4224305686811909,1.0664120047475742,0,False,True,False,False,False,False,True,0,1.874276464490113,0
M0332,Moyen,1.251007118941589,-0.5583262743917103,1.1542401496637993,0.8373623698709991,-1.0660546044966306,0,True,False,False,False,False,False,True,1,-2.244658427968413,1
M0333,Moyen,-0.3161438814678844,0.2081789028011731,1.4880218706391386,-0.4224305686811909,0.591837795524793,0,False,True,False,False,True,False,False,1,-1.5113564381221691,0
M0334,Faible,-0.05495204806630665,-0.1850282984860853,-1.553100476025069,-0.8423615481985876,0.1692543480338329,0,False,True,False,False,True,False,False,0,0.2986065106202222,0
M0335,Faible,1.7021566493624998,-0.8320781233891686,-1.4232964734235476,-1.2622925277159842,0.13691863037135885,0,False,True,False,False,False,False,True,0,-2.0481307370010406,0
M0336,Faible,0.3724527702271875,0.8104329705955815,0.11580812885163119,-0.6323960584398892,0.6219543953084699,0,False,False,False,True,True,False,False,0,0.459006207196402,0
M0337,Élevé,-1.206570586245996,-0.5881901124641603,1.0244361470622776,-0.8423615481985876,0.11314236738424555,0,False,False,False,True,False,False,True,2,2.0548210207126743,0
M0338,Faible,0.3961974823546041,-0.8320781233891686,-0.700102744643645,0.41743139035360244,0.07890454868280242,0,False,True,False,False,False,False,True,0,-0.4767271225223635,1
M0339,Faible,-0.6366974951880046,-0.463757453828952,-0.607385599928273,-0.6323960584398892,-0.6392442658079615,0,False,True,False,False,False,False,True,0,1.3758773411856173,0
M0340,Faible,-1.1828258741185793,1.009525224411915,-0.4034078815544536,-0.8423615481985876,9.287570743925919,0,False,True,False,False,False,True,False,0,-1.17050603542028,0
M0341,Moyen,-0.8147828361436268,0.3475434804726066,0.30124241828237497,-1.0523270379572858,-0.27404086632590147,0,False,True,False,False,False,True,False,1,-2.337679175748243,0
M0342,Faible,-1.3490388590104931,-0.5384170490100769,-1.3120358997651016,0.41743139035360244,0.5518936737064427,0,False,True,False,False,False,False,True,0,2.510227134579048,1
M0343,Élevé,0.44368690660943566,0.05388240609351472,1.4509350127529905,1.4672588391470942,-0.5103240842778362,0,False,True,False,False,False,False,True,2,8.084319514954078,1
M0344,Moyen,-0.8385275482710434,-0.7225773837901853,-0.9040804630174644,0.6273968801123008,-0.6214913227775836,0,False,True,False,False,False,False,True,1,1.1620757067891472,1
M0345,Faible,-0.4229950860412584,0.4570442200715898,-0.6630158867574969,0.41743139035360244,0.3041978495206936,0,False,True,False,False,False,False,True,0,-0.9234808944323031,1
M0346,Moyen,0.9185811491577613,0.09867816320218988,0.22706870251007713,-1.0523270379572858,-0.2470944349405064,0,False,False,False,True,False,True,False,1,9.215470265984804,0
M0347,Faible,-0.22116503295821963,-1.5936059942366438,0.9502624312899798,0.8373623698709991,0.597966787761471,0,False,False,False,True,False,True,False,0,0.13886989861809906,1
M0348,Moyen,-0.4823568663597991,-0.020777189087610243,0.023090984136257674,-1.4722580174746824,0.026068408711439568,0,False,True,False,False,True,False,False,1,24.38955628239302,0
M0349,Élevé,0.08751622469819138,0.6013861040884315,0.26415556039622523,-0.6323960584398892,0.3901094131141296,1,False,True,False,False,False,False,True,2,0.1452826087856499,0
M0350,Élevé,-0.5654633588057564,-1.0411249898963186,1.6549127311268084,-0.8423615481985876,0.7561581908357314,0,False,True,False,False,False,False,True,2,0.5436494308843811,0
M0351,Moyen,0.040026800443359836,-0.12530062234118525,0.07872127096548145,-0.4224305686811909,-0.9316394644094835,0,True,False,False,False,True,False,False,1,-0.32201609042224016,0
M0352,Élevé,-0.22116503295821963,-0.42891630941109354,-0.03253930269296446,1.2572933493883958,0.3904264299539578,0,True,False,False,False,False,False,True,2,0.516841793813821,1
M0353,Faible,0.7879852324569725,0.16338314569249815,1.0615230049484272,-1.6822235072333809,-1.60065066872688,0,False,False,False,True,False,True,False,0,4.793588960336663,0
M0354,Moyen,-0.3517609496590102,-1.0560569089325438,0.7091978550300122,1.2572933493883958,-0.5593560221712609,0,False,False,False,True,False,False,True,1,0.3334047165426414,1
M0355,Faible,-0.8266551922073359,0.4371349946899564,0.023090984136257674,0.41743139035360244,-0.5111694625173779,0,False,True,False,False,True,False,False,0,-1.8867591090100286,1
M0356,Moyen,-0.37550566178642514,-0.3044836507758852,-0.47758159732675143,1.6772243289057924,-0.9826791756218201,0,False,False,False,True,True,False,False,1,1.2373175979213666,1
M0357,Faible,-2.0138907985781493,0.7606599071414983,0.7091978550300122,0.8373623698709991,-0.08594420802784968,0,True,False,False,False,False,False,True,0,-2.644081406537808,1
M0358,Élevé,-0.16180325263967893,0.3774073185450564,0.6721109971438641,-0.21246507892249253,-0.42409550384457195,0,True,False,False,False,False,False,True,2,-0.42759017785860626,0
M0359,Faible,0.7286234521384317,-0.32439287615751855,0.8760887155176819,-0.4224305686811909,-0.8681304241639054,0,False,False,False,True,False,True,False,0,-2.253059686396843,0
M0360,Faible,-0.05495204806630665,-0.8470100424253937,-0.47758159732675143,1.2572933493883958,1.0493987676767953,0,False,True,False,False,False,False,True,0,0.06495436851880237,1
M0361,Moyen,0.3368357020360634,-0.05810698667817284,-1.4974701891958453,-1.4722580174746824,-0.3500192356047212,0,False,False,True,False,False,False,True,1,-5.898327361138933,0
M0362,Faible,1.1560282704319242,0.730796069069048,-1.1822318971635801,-1.2622925277159842,-0.3005646085915256,0,False,True,False,False,False,False,True,0,1.579713692508026,0
M0363,Faible,-1.7170818969854458,0.5068172835256729,2.4708236046220846,-0.8423615481985876,-0.48549109849129557,0,False,True,False,False,False,False,True,0,-3.3812986534528577,0
M0364,Moyen,1.251007118941589,0.11858738858382323,-0.42195131049752765,-0.6323960584398892,0.3829236980780243,0,False,True,False,False,False,False,True,1,10.46102882382712,0
M0365,Faible,0.40806983841831157,0.1733377583833146,-0.6259290288713472,-1.0523270379572858,0.15562262392122128,0,False,False,False,True,False,False,True,0,2.34068535813735,0
M0366,Moyen,1.1322835583045077,-0.18005099214067685,-0.42195131049752765,-1.0523270379572858,-0.40729361133367853,0,False,False,False,True,False,False,True,1,-6.323804994137618,0
M0367,Faible,-0.446739798168675,-0.508553210937627,-1.3676661865943254,-0.002499589163794205,1.5889614290643528,0,False,False,False,True,True,False,False,0,0.8801831779241265,0
M0368,Faible,0.3961974823546041,-0.2895517317396603,0.11580812885163119,-0.8423615481985876,0.7283663812107947,0,False,False,False,True,False,False,True,0,-1.3730552922554105,0
M0369,Moyen,0.18249507320785618,-0.329370182502927,0.801914999745384,-0.21246507892249253,0.09285328963524221,0,False,True,False,False,False,True,False,1,-0.5557601844869988,0
M0370,Faible,-0.3873780178501343,-0.5832128061187519,1.0800664338915014,0.8373623698709991,-1.4452067449311305,0,True,False,False,False,False,True,False,0,0.6653546843679735,1
M0371,Faible,-0.09056911625743075,0.03895048705728982,-0.9411673209036124,-1.6822235072333809,0.06189131161202358,0,True,False,False,False,True,False,False,0,-2.267034094667051,0
M0372,Moyen,1.3816030356423796,1.2086174782282482,-0.14379987635141203,0.6273968801123008,-0.23082090382932663,0,False,True,False,False,False,False,True,1,1.1421817727584778,1
M0373,Élevé,-1.3965282832653263,-1.2800356944759188,-0.27360387895293364,1.6772243289057924,-0.4675268109010322,0,False,True,False,False,False,False,True,2,1.0918602891982225,1
M0374,Faible,-0.30427152540417696,0.2479973535644398,0.35687270511159874,-1.0523270379572858,-0.8003944927206181,0,False,False,False,True,False,True,False,0,-1.2219869851967418,0
M0375,Élevé,0.44368690660943566,-0.09543678426873521,-0.34777759472522984,-1.0523270379572858,0.561404178901288,1,True,False,False,False,False,False,True,2,-4.698242427938381,0
M0376,Élevé,1.2984965431964222,-0.8470100424253937,0.11580812885163119,-0.21246507892249253,0.7034277231443113,0,False,True,False,False,False,False,True,2,-1.534847670925764,0
M0377,Moyen,-1.0166128892266655,0.11361008223841455,-0.5146684552129012,1.2572933493883958,-0.43033016836119276,0,False,False,False,True,True,False,False,1,-8.870187241571678,1
M0378,Moyen,-1.2303152983734118,11.787632181828354,-0.588842170985199,-0.6323960584398892,-1.1829281461132852,0,False,False,False,True,False,True,False,1,-0.10436455047515077,0
M0379,Moyen,-1.8595501697499437,-0.9913519264422354,-1.126601610334358,1.2572933493883958,-1.1002924231980737,0,False,False,True,False,True,False,False,1,1.8776660297216137,1
M0380,Moyen,0.27747392171752266,-0.020777189087610243,0.28269898933930093,-0.21246507892249253,-0.26136019273277433,0,False,False,False,True,False,False,True,1,-14.029997917719811,0
M0381,Moyen,-0.17367560870338808,-0.8669192678070271,0.6721109971438641,0.20746590059490413,-0.788136508247262,0,False,True,False,False,False,False,True,1,0.20056789952627807,1
M0382,Faible,-0.0430796920025975,0.5764995723613899,-1.5716439049681432,-1.6822235072333809,-0.3371272174517087,0,False,True,False,False,True,False,False,0,-0.07459692450757162,0
M0383,Faible,-0.1024414723211382,0.2380427408736229,0.6350241392577144,-0.21246507892249253,0.4364995440089862,0,False,False,True,False,False,True,False,0,-0.42854876892202703,0
M0384,Faible,-1.6458477606031967,-0.02575449543301847,-0.8669936051313146,0.41743139035360244,0.4049035323061112,0,False,True,False,False,False,False,True,0,66.48682317345494,1
M0385,Faible,0.9898152855400112,-0.224846749249352,0.801914999745384,1.0473278596296975,-0.2150757341178605,0,True,False,False,False,True,False,False,0,-4.42184346593935,1
M0386,Élevé,0.8592193688392207,0.46699883276240667,0.41250299194082085,0.8373623698709991,-1.0884571278444886,0,False,False,True,False,False,False,True,2,1.8359434013277307,1
M0387,Faible,-1.24218765443712,0.5466357342889396,-2.591532496837239,1.6772243289057924,0.40913042350382023,0,False,True,False,False,False,False,True,0,-2.268273556052728,1
M0388,Faible,-0.6723145633791286,-0.7225773837901853,-1.8868821970004086,-0.4224305686811909,0.2223018325650812,0,False,False,False,True,False,True,False,0,0.9317289849741452,0
M0389,Faible,-0.9097616846532924,-1.075966134314177,0.04163441307933337,1.0473278596296975,-0.7681644473380869,0,False,True,False,False,False,False,True,0,0.8463166006933937,1
M0390,Moyen,-0.7435486997613786,-0.224846749249352,0.35687270511159874,-0.8423615481985876,0.08598459143896504,0,True,False,False,False,False,False,True,1,3.321686387025033,0
M0391,Faible,1.6784119372350832,0.4520669137261816,0.07872127096548145,-1.0523270379572858,0.47316782514911204,0,True,False,False,False,False,True,False,0,3.704556405214482,0
M0392,Moyen,0.8829640809666373,-0.20493752386771866,-0.9040804630174644,-1.2622925277159842,1.2426733676920407,0,False,True,False,False,True,False,False,1,-4.329581257146969,0
M0393,Faible,-0.9809958210355414,0.9597521609578314,0.28269898933930093,-0.4224305686811909,0.10616799690802566,0,False,True,False,False,False,True,False,0,-1.0210706370491303,0
M0394,Faible,1.8683696342544127,-0.0805048652325103,-2.4246416363495675,-0.21246507892249253,0.513640308367176,0,False,True,False,False,False,True,False,0,-23.50006667881777,0
M0395,Faible,0.4555592626731448,-0.3443021015391519,0.8946321444607576,-0.4224305686811909,-0.229130147350243,0,False,False,False,True,False,False,True,0,-1.3269923505585954,0
M0396,Faible,0.18249507320785618,0.1434739203108648,0.35687270511159874,0.6273968801123008,0.3174068845135343,0,False,False,True,False,False,False,True,0,1.263169662837287,1
M0397,Faible,-0.7198039876339619,-0.9017604122248853,-0.5517553130990492,0.20746590059490413,0.061468622492252684,0,False,False,False,True,False,True,False,0,0.7991070409677978,1
M0398,Moyen,-0.6604422073154212,-0.6528950949544686,0.7277412839730862,0.8373623698709991,7.742826857871635,0,True,False,False,False,False,False,True,1,1.0131111775914645,1
M0399,Faible,-0.11431382838484737,-0.3343474888483352,-1.4232964734235476,-0.21246507892249253,-0.8890535355925651,0,False,False,False,True,False,False,True,0,0.34292692223296545,0
M0400,Élevé,-0.05495204806630665,-0.4687347601743602,0.41250299194082085,-0.8423615481985876,0.02258122347332962,0,False,False,True,False,False,True,False,2,0.11748549123401018,0
M0401,Élevé,-0.9335063967807081,0.96472946730324,0.5793938524284923,1.2572933493883958,-1.5280538124062275,0,False,False,True,False,False,False,True,2,-0.9666334396810801,1
M0402,Moyen,-0.6248251391242972,0.5366811215981232,-0.21797359212370987,-1.6822235072333809,-0.9183247571367,0,False,True,False,False,False,False,True,1,-1.162073790627352,0
M0403,Moyen,-0.05495204806630665,0.1036554695475981,0.5423069945423425,0.41743139035360244,-0.6351230468901952,0,False,True,False,False,False,True,False,1,-0.5250757395084261,1
M0404,Moyen,0.21811214139898197,-0.3044836507758852,0.11580812885163119,-0.002499589163794205,-0.7430144447117182,0,False,True,False,False,False,False,True,1,-0.7186948649172938,0
M0405,Élevé,-0.6723145633791286,0.6063634104338397,1.8403470205575536,-1.2622925277159842,-0.161711232746784,0,False,False,False,True,True,False,False,2,-1.106939522252245,0
M0406,Faible,-0.05495204806630665,0.69595492465119,0.11580812885163119,0.8373623698709991,0.15837010319973216,0,False,True,False,False,False,False,True,0,-0.07884591402207093,1
M0407,Faible,-0.16180325263967893,-0.24973328097639358,-0.18088673423756013,0.6273968801123008,0.6035674185984355,0,False,True,False,False,False,False,True,0,0.6505090593607983,1
M0408,Moyen,-0.5061015784872157,-0.9415788629881521,0.41250299194082085,-0.6323960584398892,0.12761946973639898,0,False,False,True,False,False,False,True,1,0.5380745819434716,0
M0409,Élevé,-0.12618618444855484,0.16338314569249815,0.9131755734038316,-1.4722580174746824,0.13068396585473802,0,False,True,False,False,False,True,False,2,-0.7676345644620032,0
M0410,Moyen,0.5861551793739337,-0.224846749249352,1.691999589012958,0.8373623698709991,0.12370959537851813,0,False,False,False,True,False,True,False,1,-2.618555691961341,1
M0411,Moyen,0.6930063839473076,-0.3691886332661937,-0.03253930269296446,0.41743139035360244,0.7069149083824213,0,False,False,False,True,False,True,False,1,-1.8822047215300004,1
M0412,Moyen,0.977942929476302,-0.10539139695955188,-0.6815593157005709,1.4672588391470942,-0.27330116036630236,0,False,False,False,True,True,False,False,1,-9.36804140915196,1
M0413,Moyen,-3.4504458822868345,0.5167718962164899,0.1528949867377793,-0.002499589163794205,1.631970047001042,0,False,True,False,False,True,False,False,1,-6.6640269730749155,0
M0414,Faible,-0.3161438814678844,-0.23480136194016868,-0.47758159732675143,-1.0523270379572858,0.6607361220474501,0,True,False,False,False,False,False,True,0,1.3521900764153278,0
M0415,Moyen,1.4053477477697962,-0.17009637944986017,0.11580812885163119,-0.4224305686811909,-0.1340250954017899,0,True,False,False,False,False,True,False,1,-8.310927486099752,0
M0416,Faible,-0.06682440413001411,-0.433893615756502,-0.5702987420421233,1.2572933493883958,-1.5383040235606718,0,False,True,False,False,False,False,True,0,0.15436680444740522,1
M0417,Moyen,-0.4229950860412584,-0.5782354997733437,-1.8127084812281107,1.4672588391470942,-0.3231784764992689,0,False,False,False,True,True,False,False,1,0.7327946500299288,1
M0418,Faible,0.7879852324569725,-0.7325319964810021,1.228413865436097,-0.21246507892249253,-0.2592467471339198,0,False,False,False,True,True,False,False,0,-1.0771712464356116,0
M0419,Moyen,1.215390050750465,-0.05810698667817284,-1.1080581813912822,0.6273968801123008,0.1585814477596176,0,False,False,True,False,False,False,True,1,-21.282685735106483,1
M0420,Élevé,-0.3280162375315936,-0.0556183335054685,0.7091978550300122,-0.6323960584398892,0.16196296071778482,0,False,False,False,True,False,False,True,2,6.005606844426184,0
